ind,attr,val
771,14,SCIP-INF-4
771,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
771,16,
771,17,0 patients
771,18,AL_SCIP-INF-4
779,2,10039
779,3,HUNTSVILLE HOSPITAL
779,4,101 SIVLEY RD
779,5,HUNTSVILLE
779,6,AL
779,7,35801
779,8,MADISON
779,9,2562651000
779,10,Acute Care Hospitals
779,11,Government - Hospital District or Authority
779,12,Yes
779,13,Heart Attack
779,14,AMI-2
779,15,Heart Attack Patients Given Aspirin at Discharge
779,16,100%
779,17,323 patients
779,18,AL_AMI-2
781,2,10039
781,3,HUNTSVILLE HOSPITAL
781,4,101 SIVLEY RD
781,5,HUNTSVILLE
781,6,AL
781,7,35801
781,8,MADISON
781,9,2562651000
781,10,Acute Care Hospitals
781,11,Government - Hospital District or Authority
781,12,Yes
781,13,Heart Attack
781,14,AMI-4
781,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
781,16,100%
781,17,135 patients
781,18,AL_AMI-4
823,2,10040
823,3,GADSDEN REGIONAL MEDICAL CENTER
823,4,1007 GOODYEAR AVENUE
823,5,GADSDEN
823,6,AL
823,7,35903
823,8,ETOWAH
823,9,2564944000
823,10,Acute Care Hospitals
823,11,Proprietary
823,12,Yes
823,13,Surgical Infection Prevention
823,14,SCIP-INF-3
823,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
823,16,90%
823,17,520 patients
823,18,AL_SCIP-INF-3
831,2,10043
831,3,CHILTON MEDICAL CENTER
831,4,1010 LAY DAM ROAD
831,5,CLANTON
831,6,AL
831,7,35045
831,8,CHILTON
831,9,2057552500
831,10,Acute Care Hospitals
831,11,Voluntary non-profit - Private
831,12,Yes
831,13,Heart Attack
831,14,AMI-4
831,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
831,16,
831,17,0 patients
831,18,AL_AMI-4
837,2,10043
837,3,CHILTON MEDICAL CENTER
837,4,1010 LAY DAM ROAD
837,5,CLANTON
837,6,AL
837,7,35045
837,8,CHILTON
837,9,2057552500
837,10,Acute Care Hospitals
837,11,Voluntary non-profit - Private
837,12,Yes
837,13,Heart Failure
837,14,HF-3
837,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
837,16,75%
837,17,4 patients
837,18,AL_HF-3
844,2,10043
844,3,CHILTON MEDICAL CENTER
844,4,1010 LAY DAM ROAD
844,5,CLANTON
844,6,AL
844,7,35045
844,8,CHILTON
844,9,2057552500
844,10,Acute Care Hospitals
844,11,Voluntary non-profit - Private
844,12,Yes
844,13,Pneumonia
844,14,PN-7
844,15,Pneumonia Patients Assessed and Given Influenza Vaccination
844,16,81%
844,17,37 patients
844,18,AL_PN-7
858,2,10044
858,3,MARION REGIONAL MEDICAL CENTER
858,4,1256 MILITARY STREET SOUTH
858,5,HAMILTON
858,6,AL
858,7,35570
858,8,MARION
858,9,2059216200
858,10,Acute Care Hospitals
858,11,Voluntary non-profit - Private
858,12,Yes
858,13,Heart Attack
858,14,AMI-7A
858,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
858,16,
858,17,0 patients
858,18,AL_AMI-7A
861,2,10044
861,3,MARION REGIONAL MEDICAL CENTER
861,4,1256 MILITARY STREET SOUTH
861,5,HAMILTON
861,6,AL
861,7,35570
861,8,MARION
861,9,2059216200
861,10,Acute Care Hospitals
861,11,Voluntary non-profit - Private
861,12,Yes
861,13,Heart Failure
861,14,HF-2
861,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
861,16,80%
861,17,46 patients
861,18,AL_HF-2
862,2,10044
862,3,MARION REGIONAL MEDICAL CENTER
862,4,1256 MILITARY STREET SOUTH
862,5,HAMILTON
862,6,AL
862,7,35570
862,8,MARION
862,9,2059216200
862,10,Acute Care Hospitals
862,11,Voluntary non-profit - Private
862,12,Yes
862,13,Heart Failure
862,14,HF-3
862,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
862,16,78%
862,17,18 patients
862,18,AL_HF-3
864,2,10044
864,3,MARION REGIONAL MEDICAL CENTER
864,4,1256 MILITARY STREET SOUTH
864,5,HAMILTON
864,6,AL
864,7,35570
864,8,MARION
864,9,2059216200
864,10,Acute Care Hospitals
864,11,Voluntary non-profit - Private
864,12,Yes
864,13,Pneumonia
864,14,PN-2
864,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
864,16,96%
864,17,101 patients
864,18,AL_PN-2
887,2,10045
887,3,FAYETTE MEDICAL CENTER
887,4,1653 TEMPLE AVENUE NORTH
887,5,FAYETTE
887,6,AL
887,7,35555
887,8,FAYETTE
887,9,2059325966
887,10,Acute Care Hospitals
887,11,Voluntary non-profit - Other
887,12,Yes
887,13,Heart Failure
887,14,HF-3
887,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
887,16,89%
887,17,19 patients
887,18,AL_HF-3
890,2,10045
890,3,FAYETTE MEDICAL CENTER
890,4,1653 TEMPLE AVENUE NORTH
890,5,FAYETTE
890,6,AL
890,7,35555
890,8,FAYETTE
890,9,2059325966
890,10,Acute Care Hospitals
890,11,Voluntary non-profit - Other
890,12,Yes
890,13,Pneumonia
890,14,PN-3B
890,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
890,16,100%
890,17,41 patients
890,18,AL_PN-3B
899,2,10045
899,3,FAYETTE MEDICAL CENTER
899,4,1653 TEMPLE AVENUE NORTH
899,5,FAYETTE
899,6,AL
899,7,35555
899,8,FAYETTE
899,9,2059325966
899,10,Acute Care Hospitals
899,11,Voluntary non-profit - Other
899,12,Yes
899,13,Surgical Infection Prevention
899,14,SCIP-INF-4
899,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
899,16,
899,17,0 patients
899,18,AL_SCIP-INF-4
901,2,10045
901,3,FAYETTE MEDICAL CENTER
901,4,1653 TEMPLE AVENUE NORTH
901,5,FAYETTE
901,6,AL
901,7,35555
901,8,FAYETTE
901,9,2059325966
901,10,Acute Care Hospitals
901,11,Voluntary non-profit - Other
901,12,Yes
901,13,Surgical Infection Prevention
901,14,SCIP-VTE-1
901,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
901,16,100%
901,17,3 patients
901,18,AL_SCIP-VTE-1
911,2,10046
911,3,RIVERVIEW REGIONAL MEDICAL CENTER
911,4,600 SOUTH THIRD STREET
911,5,GADSDEN
911,6,AL
911,7,35901
911,8,ETOWAH
911,9,2565435200
911,10,Acute Care Hospitals
911,11,Proprietary
911,12,Yes
911,13,Heart Attack
911,14,AMI-7A
911,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
911,16,88%
911,17,8 patients
911,18,AL_AMI-7A
926,2,10046
926,3,RIVERVIEW REGIONAL MEDICAL CENTER
926,4,600 SOUTH THIRD STREET
926,5,GADSDEN
926,6,AL
926,7,35901
926,8,ETOWAH
926,9,2565435200
926,10,Acute Care Hospitals
926,11,Proprietary
926,12,Yes
926,13,Surgical Infection Prevention
926,14,SCIP-INF-3
926,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
926,16,79%
926,17,352 patients
926,18,AL_SCIP-INF-3
939,2,10047
939,3,GEORGIANA HOSPITAL
939,4,515 MIRANDA ST
939,5,GEORGIANA
939,6,AL
939,7,36033
939,8,BUTLER
939,9,3343762205
939,10,Acute Care Hospitals
939,11,Voluntary non-profit - Private
939,12,No
939,13,Heart Failure
939,14,HF-2
939,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
939,16,63%
939,17,59 patients
939,18,AL_HF-2
940,2,10047
940,3,GEORGIANA HOSPITAL
940,4,515 MIRANDA ST
940,5,GEORGIANA
940,6,AL
940,7,36033
940,8,BUTLER
940,9,3343762205
940,10,Acute Care Hospitals
940,11,Voluntary non-profit - Private
940,12,No
940,13,Heart Failure
940,14,HF-3
940,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
940,16,67%
940,17,6 patients
940,18,AL_HF-3
941,2,10047
941,3,GEORGIANA HOSPITAL
941,4,515 MIRANDA ST
941,5,GEORGIANA
941,6,AL
941,7,36033
941,8,BUTLER
941,9,3343762205
941,10,Acute Care Hospitals
941,11,Voluntary non-profit - Private
941,12,No
941,13,Heart Failure
941,14,HF-4
941,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
941,16,75%
941,17,8 patients
941,18,AL_HF-4
944,2,10047
944,3,GEORGIANA HOSPITAL
944,4,515 MIRANDA ST
944,5,GEORGIANA
944,6,AL
944,7,36033
944,8,BUTLER
944,9,3343762205
944,10,Acute Care Hospitals
944,11,Voluntary non-profit - Private
944,12,No
944,13,Pneumonia
944,14,PN-4
944,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
944,16,80%
944,17,5 patients
944,18,AL_PN-4
947,2,10047
947,3,GEORGIANA HOSPITAL
947,4,515 MIRANDA ST
947,5,GEORGIANA
947,6,AL
947,7,36033
947,8,BUTLER
947,9,3343762205
947,10,Acute Care Hospitals
947,11,Voluntary non-profit - Private
947,12,No
947,13,Pneumonia
947,14,PN-7
947,15,Pneumonia Patients Assessed and Given Influenza Vaccination
947,16,65%
947,17,31 patients
947,18,AL_PN-7
954,2,10047
954,3,GEORGIANA HOSPITAL
954,4,515 MIRANDA ST
954,5,GEORGIANA
954,6,AL
954,7,36033
954,8,BUTLER
954,9,3343762205
954,10,Acute Care Hospitals
954,11,Voluntary non-profit - Private
954,12,No
954,13,Surgical Infection Prevention
954,14,SCIP-VTE-1
954,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
954,16,
954,17,
954,18,AL_SCIP-VTE-1
966,2,10049
966,3,MEDICAL CENTER ENTERPRISE
966,4,400 N EDWARDS STREET
966,5,ENTERPRISE
966,6,AL
966,7,36330
966,8,COFFEE
966,9,3343470584
966,10,Acute Care Hospitals
966,11,Proprietary
966,12,Yes
966,13,Heart Failure
966,14,HF-4
966,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
966,16,100%
966,17,15 patients
966,18,AL_HF-4
974,2,10049
974,3,MEDICAL CENTER ENTERPRISE
974,4,400 N EDWARDS STREET
974,5,ENTERPRISE
974,6,AL
974,7,36330
974,8,COFFEE
974,9,3343470584
974,10,Acute Care Hospitals
974,11,Proprietary
974,12,Yes
974,13,Surgical Infection Prevention
974,14,SCIP-INF-1
974,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
974,16,99%
974,17,397 patients
974,18,AL_SCIP-INF-1
977,2,10049
977,3,MEDICAL CENTER ENTERPRISE
977,4,400 N EDWARDS STREET
977,5,ENTERPRISE
977,6,AL
977,7,36330
977,8,COFFEE
977,9,3343470584
977,10,Acute Care Hospitals
977,11,Proprietary
977,12,Yes
977,13,Surgical Infection Prevention
977,14,SCIP-INF-4
977,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
977,16,
977,17,0 patients
977,18,AL_SCIP-INF-4
979,2,10049
979,3,MEDICAL CENTER ENTERPRISE
979,4,400 N EDWARDS STREET
979,5,ENTERPRISE
979,6,AL
979,7,36330
979,8,COFFEE
979,9,3343470584
979,10,Acute Care Hospitals
979,11,Proprietary
979,12,Yes
979,13,Surgical Infection Prevention
979,14,SCIP-VTE-1
979,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
979,16,100%
979,17,196 patients
979,18,AL_SCIP-VTE-1
1005,2,10050
1005,3,ST VINCENTS BLOUNT
1005,4,150 GILBREATH DRIVE
1005,5,ONEONTA
1005,6,AL
1005,7,35121
1005,8,BLOUNT
1005,9,2052743000
1005,10,Acute Care Hospitals
1005,11,Voluntary non-profit - Private
1005,12,Yes
1005,13,Surgical Infection Prevention
1005,14,SCIP-VTE-2
1005,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
1005,16,37%
1005,17,19 patients
1005,18,AL_SCIP-VTE-2
1017,2,10051
1017,3,GREENE COUNTY HOSPITAL
1017,4,509 WILSON AVENUE
1017,5,EUTAW
1017,6,AL
1017,7,35462
1017,8,GREENE
1017,9,2053723388
1017,10,Acute Care Hospitals
1017,11,Government - Local
1017,12,No
1017,13,Pneumonia
1017,14,PN-2
1017,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
1017,16,6%
1017,17,17 patients
1017,18,AL_PN-2
1021,2,10051
1021,3,GREENE COUNTY HOSPITAL
1021,4,509 WILSON AVENUE
1021,5,EUTAW
1021,6,AL
1021,7,35462
1021,8,GREENE
1021,9,2053723388
1021,10,Acute Care Hospitals
1021,11,Government - Local
1021,12,No
1021,13,Pneumonia
1021,14,PN-6
1021,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
1021,16,71%
1021,17,17 patients
1021,18,AL_PN-6
1025,2,10051
1025,3,GREENE COUNTY HOSPITAL
1025,4,509 WILSON AVENUE
1025,5,EUTAW
1025,6,AL
1025,7,35462
1025,8,GREENE
1025,9,2053723388
1025,10,Acute Care Hospitals
1025,11,Government - Local
1025,12,No
1025,13,Surgical Infection Prevention
1025,14,SCIP-INF-2
1025,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
1025,16,
1025,17,
1025,18,AL_SCIP-INF-2
1034,2,10052
1034,3,LAKE MARTIN COMMUNITY HOSPITAL
1034,4,201 MARIARDEN ROAD
1034,5,DADEVILLE
1034,6,AL
1034,7,36853
1034,8,TALLAPOOSA
1034,9,2568257821
1034,10,Acute Care Hospitals
1034,11,Government - Federal
1034,12,Yes
1034,13,Heart Attack
1034,14,AMI-4
1034,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
1034,16,100%
1034,17,4 patients
1034,18,AL_AMI-4
1042,2,10052
1042,3,LAKE MARTIN COMMUNITY HOSPITAL
1042,4,201 MARIARDEN ROAD
1042,5,DADEVILLE
1042,6,AL
1042,7,36853
1042,8,TALLAPOOSA
1042,9,2568257821
1042,10,Acute Care Hospitals
1042,11,Government - Federal
1042,12,Yes
1042,13,Pneumonia
1042,14,PN-2
1042,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
1042,16,50%
1042,17,20 patients
1042,18,AL_PN-2
1049,2,10052
1049,3,LAKE MARTIN COMMUNITY HOSPITAL
1049,4,201 MARIARDEN ROAD
1049,5,DADEVILLE
1049,6,AL
1049,7,36853
1049,8,TALLAPOOSA
1049,9,2568257821
1049,10,Acute Care Hospitals
1049,11,Government - Federal
1049,12,Yes
1049,13,Surgical Infection Prevention
1049,14,SCIP-INF-1
1049,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
1049,16,
1049,17,
1049,18,AL_SCIP-INF-1
1092,2,10056
1092,3,ST VINCENTS HOSPITAL
1092,4,810 ST VINCENTS DRIVE
1092,5,BIRMINGHAM
1092,6,AL
1092,7,35205
1092,8,JEFFERSON
1092,9,2059397000
1092,10,Acute Care Hospitals
1092,11,Voluntary non-profit - Other
1092,12,Yes
1092,13,Heart Failure
1092,14,HF-2
1092,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
1092,16,94%
1092,17,419 patients
1092,18,AL_HF-2
1097,2,10056
1097,3,ST VINCENTS HOSPITAL
1097,4,810 ST VINCENTS DRIVE
1097,5,BIRMINGHAM
1097,6,AL
1097,7,35205
1097,8,JEFFERSON
1097,9,2059397000
1097,10,Acute Care Hospitals
1097,11,Voluntary non-profit - Other
1097,12,Yes
1097,13,Pneumonia
1097,14,PN-4
1097,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1097,16,100%
1097,17,69 patients
1097,18,AL_PN-4
1104,2,10056
1104,3,ST VINCENTS HOSPITAL
1104,4,810 ST VINCENTS DRIVE
1104,5,BIRMINGHAM
1104,6,AL
1104,7,35205
1104,8,JEFFERSON
1104,9,2059397000
1104,10,Acute Care Hospitals
1104,11,Voluntary non-profit - Other
1104,12,Yes
1104,13,Surgical Infection Prevention
1104,14,SCIP-INF-3
1104,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
1104,16,89%
1104,17,375 patients
1104,18,AL_SCIP-INF-3
1107,2,10056
1107,3,ST VINCENTS HOSPITAL
1107,4,810 ST VINCENTS DRIVE
1107,5,BIRMINGHAM
1107,6,AL
1107,7,35205
1107,8,JEFFERSON
1107,9,2059397000
1107,10,Acute Care Hospitals
1107,11,Voluntary non-profit - Other
1107,12,Yes
1107,13,Surgical Infection Prevention
1107,14,SCIP-VTE-1
1107,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
1107,16,95%
1107,17,169 patients
1107,18,AL_SCIP-VTE-1
1118,2,10058
1118,3,BIBB MEDICAL CENTER
1118,4,208 PIERSON AVE
1118,5,CENTREVILLE
1118,6,AL
1118,7,35042
1118,8,BIBB
1118,9,2059264881
1118,10,Acute Care Hospitals
1118,11,Government - Hospital District or Authority
1118,12,Yes
1118,13,Heart Failure
1118,14,HF-3
1118,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
1118,16,
1118,17,0 patients
1118,18,AL_HF-3
1126,2,10058
1126,3,BIBB MEDICAL CENTER
1126,4,208 PIERSON AVE
1126,5,CENTREVILLE
1126,6,AL
1126,7,35042
1126,8,BIBB
1126,9,2059264881
1126,10,Acute Care Hospitals
1126,11,Government - Hospital District or Authority
1126,12,Yes
1126,13,Surgical Infection Prevention
1126,14,SCIP-CARD-2
1126,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
1126,16,
1126,17,
1126,18,AL_SCIP-CARD-2
1152,2,10059
1152,3,LAWRENCE MEDICAL CENTER
1152,4,202 HOSPITAL STREET
1152,5,MOULTON
1152,6,AL
1152,7,35650
1152,8,LAWRENCE
1152,9,2569742200
1152,10,Acute Care Hospitals
1152,11,Government - Hospital District or Authority
1152,12,No
1152,13,Surgical Infection Prevention
1152,14,SCIP-INF-1
1152,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
1152,16,100%
1152,17,1 patients
1152,18,AL_SCIP-INF-1
1163,2,10061
1163,3,HIGHLANDS MEDICAL CENTER
1163,4,380 WOODS COVE ROAD
1163,5,SCOTTSBORO
1163,6,AL
1163,7,35768
1163,8,JACKSON
1163,9,2562594444
1163,10,Acute Care Hospitals
1163,11,Government - Hospital District or Authority
1163,12,Yes
1163,13,Heart Attack
1163,14,AMI-5
1163,15,Heart Attack Patients Given Beta Blocker at Discharge
1163,16,30%
1163,17,10 patients
1163,18,AL_AMI-5
1175,2,10061
1175,3,HIGHLANDS MEDICAL CENTER
1175,4,380 WOODS COVE ROAD
1175,5,SCOTTSBORO
1175,6,AL
1175,7,35768
1175,8,JACKSON
1175,9,2562594444
1175,10,Acute Care Hospitals
1175,11,Government - Hospital District or Authority
1175,12,Yes
1175,13,Pneumonia
1175,14,PN-7
1175,15,Pneumonia Patients Assessed and Given Influenza Vaccination
1175,16,79%
1175,17,96 patients
1175,18,AL_PN-7
1182,2,10061
1182,3,HIGHLANDS MEDICAL CENTER
1182,4,380 WOODS COVE ROAD
1182,5,SCOTTSBORO
1182,6,AL
1182,7,35768
1182,8,JACKSON
1182,9,2562594444
1182,10,Acute Care Hospitals
1182,11,Government - Hospital District or Authority
1182,12,Yes
1182,13,Surgical Infection Prevention
1182,14,SCIP-VTE-1
1182,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
1182,16,50%
1182,17,34 patients
1182,18,AL_SCIP-VTE-1
1207,2,10062
1207,3,WIREGRASS MEDICAL CENTER
1207,4,1200 W MAPLE AVENUE
1207,5,GENEVA
1207,6,AL
1207,7,36340
1207,8,GENEVA
1207,9,3346843655
1207,10,Acute Care Hospitals
1207,11,Government - Hospital District or Authority
1207,12,No
1207,13,Surgical Infection Prevention
1207,14,SCIP-VTE-1
1207,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
1207,16,31%
1207,17,16 patients
1207,18,AL_SCIP-VTE-1
1227,2,10065
1227,3,RUSSELL MEDICAL CENTER
1227,4,3316 HIGHWAY 280
1227,5,ALEXANDER CITY
1227,6,AL
1227,7,35010
1227,8,TALLAPOOSA
1227,9,2563297100
1227,10,Acute Care Hospitals
1227,11,Voluntary non-profit - Private
1227,12,Yes
1227,13,Surgical Infection Prevention
1227,14,SCIP-INF-1
1227,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
1227,16,99%
1227,17,148 patients
1227,18,AL_SCIP-INF-1
1235,2,10066
1235,3,FLORALA MEMORIAL HOSPITAL
1235,4,24273 FIFTH AVENUE
1235,5,FLORALA
1235,6,AL
1235,7,36442
1235,8,COVINGTON
1235,9,3348583287
1235,10,Acute Care Hospitals
1235,11,Government - Federal
1235,12,Yes
1235,13,Heart Attack
1235,14,AMI-2
1235,15,Heart Attack Patients Given Aspirin at Discharge
1235,16,100%
1235,17,2 patients
1235,18,AL_AMI-2
1260,2,10069
1260,3,MEDICAL CENTER BARBOUR
1260,4,820 W WASHINGTON ST
1260,5,EUFAULA
1260,6,AL
1260,7,36027
1260,8,BARBOUR
1260,9,3346887271
1260,10,Acute Care Hospitals
1260,11,Voluntary non-profit - Other
1260,12,No
1260,13,Heart Attack
1260,14,AMI-2
1260,15,Heart Attack Patients Given Aspirin at Discharge
1260,16,0%
1260,17,1 patients
1260,18,AL_AMI-2
1266,2,10069
1266,3,MEDICAL CENTER BARBOUR
1266,4,820 W WASHINGTON ST
1266,5,EUFAULA
1266,6,AL
1266,7,36027
1266,8,BARBOUR
1266,9,3346887271
1266,10,Acute Care Hospitals
1266,11,Voluntary non-profit - Other
1266,12,No
1266,13,Heart Failure
1266,14,HF-1
1266,15,Heart Failure Patients Given Discharge Instructions
1266,16,75%
1266,17,60 patients
1266,18,AL_HF-1
1271,2,10069
1271,3,MEDICAL CENTER BARBOUR
1271,4,820 W WASHINGTON ST
1271,5,EUFAULA
1271,6,AL
1271,7,36027
1271,8,BARBOUR
1271,9,3346887271
1271,10,Acute Care Hospitals
1271,11,Voluntary non-profit - Other
1271,12,No
1271,13,Pneumonia
1271,14,PN-3B
1271,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
1271,16,76%
1271,17,50 patients
1271,18,AL_PN-3B
1276,2,10069
1276,3,MEDICAL CENTER BARBOUR
1276,4,820 W WASHINGTON ST
1276,5,EUFAULA
1276,6,AL
1276,7,36027
1276,8,BARBOUR
1276,9,3346887271
1276,10,Acute Care Hospitals
1276,11,Voluntary non-profit - Other
1276,12,No
1276,13,Surgical Infection Prevention
1276,14,SCIP-CARD-2
1276,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
1276,16,
1276,17,0 patients
1276,18,AL_SCIP-CARD-2
1280,2,10069
1280,3,MEDICAL CENTER BARBOUR
1280,4,820 W WASHINGTON ST
1280,5,EUFAULA
1280,6,AL
1280,7,36027
1280,8,BARBOUR
1280,9,3346887271
1280,10,Acute Care Hospitals
1280,11,Voluntary non-profit - Other
1280,12,No
1280,13,Surgical Infection Prevention
